newscontents,label
Sales for both the Department Store Division and Hobby Hall increased by 7 % while sales for the clothing store subsidiary Seppala decreased by 4 % .,1
SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 2008 AT 245 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .,-1
Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,0
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,0
Chief executive officer Olli Pekka Kallasvuo changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple iPhone and RIM BlackBerry .,-1
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,1
At present the trade mark Pit Produkt is little known outside the North West of Russia .,-1
The lay offs will affect 240 people out of the total 320 Okmetic employees in Finland .,-1
Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia about 600 km northeast of Moscow Russia .,1
 We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,1
Sponda Plc Annual General Meeting decided on 23 March 2005 to establish a Shareholders Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,0
The deal is in line with Etteplan strategy to operate as a partner of global customers and provide industrial technology design services .,0
Feed companies Suomen Rehu and Raisio do no import GMO feed .,0
Finnish industrial group Ruukki Group Plc OMX Helsinki RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,0
So far Mr. Galvan he has been able to avoid laying off workers .,1
Production levels have been agreed with producers a long time ago so a fall in consumption will lead to losses .,-1
Glaston headquartered in Tampere Finland is a growing and international glass technology company .,0
Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,0
The company net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros 13.8 % up on the year the company said earlier .,1
The transaction will have a positive impact of around EUR2m on earnings which Ruukki will recognize during the fourth quarter of this year .,1
AGJ recorded EUR 43 mln sales in 2006 most of which was generated by exports to customers in Western Europe the statement said .,0
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,1
Profit for the period totalled EUR 1.1 mn down from EUR 1.6 mn in the third quarter of 2008 .,-1
Viking Line has canceled some services .,-1
Only L+nnen Tehtaat showed a loss but it has only recently started streamlining measures .,0
Demand was brisk as expected and order levels have remained high .,1
The value of the deal has not been disclosed .,0
Kemira partner in the project is St. Petersburg Water Works .,0
 Nordic infrastructure construction is one of our strategic growth areas .,0
Under the agreement Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 2007 .,0
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,0
In April 2005 Neste separated from its parent company Finnish energy company Fortum and became listed on the Helsinki Stock Exchange .,0
Pretax profit totaled EUR 9.0 mn down from EUR 36.3 mn in 2007 .,-1
Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors conducted in English will begin at 300 p.m. Finnish time EET .,0
The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company operating in Alma Media home sales vehicle and consumer advertising marketplace businesses .,0
The company intends to launch housing development at the acquired land plots and to construct 50000 60 000 square metres of housing per annum by 2011 .,0
Neste oil board proposed 1.00 eur dividend for the full year 2007 compared with 0.90 eur a year ago .,1
According to Bosse the present cooperation is beneficial to all parties however .,1
Finnish investment company Neomarkka is the main owner of Kuitu Finland successor .,0
 The investment in Matka Vekka has been reasonable for investors in CapMan funds . ,0
The company has exported into about twenty European countries as well as to Africa .,0
After non recurring items of EUR 177mn profit amounted to EUR 20mn .,0
The scheme for TeliaSonera and Altimo is practically identical except that it involves the merger of their stakes in VimpelCom and Kyivstar .,0
Cash flow from operations in January December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,-1
In 2007 the Group net sales stood at EUR 22 million and it had about 150 employees at the end of June 2008 .,0
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,-1
The rebuilds are designed to improve the machines performance and product quality .,1
 Directors and shareholders alike should ask why these practices were allowed to continue . ,0
